Timestamp,Identifiant (fourni par vos délégués),Filière d'origine,Commentaires,Le volet X de l'enseignement vous a paru [Topologie],Le volet X de l'enseignement vous a paru [Calcul différentiel],Le volet X de l'enseignement vous a paru [Calcul intégral],Le volet X de l'enseignement vous a paru [Probabilités],Commentaires,Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Topologie],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul différentiel],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul intégral],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Probabilités],Commentaires,La cohérence d'ensemble (l'intégration entre les différents volets) vous a semblé satisfaisante [Votre réponse],Commentaires,Vous avez assisté aux cours magistraux [Fréquence],Commentaires,"En général, vous avez apprécié l'exposé ? [Topologie]","En général, vous avez apprécié l'exposé ? [Calcul différentiel]","En général, vous avez apprécié l'exposé ? [Calcul intégral]","En général, vous avez apprécié l'exposé ? [Probabilités]",Commentaires,Les cours magistraux ont contribué efficacement à votre apprentissage [Topologie],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul différential],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul intégral],Les cours magistraux ont contribué efficacement à votre apprentissage [Probabilités],Commentaires,Vous êtes satisfait des travaux dirigés [Votre réponse],Commentaires,Vous avez participé aux tutorats [Pour poser des questions ciblées ],Vous avez participé aux tutorats [Comme un cadre d'études (autonome)],Vous avez participé aux tutorats [Pour obtenir du soutien (encadrement renforcé)],Vous avez participé aux tutorats [Pour aller plus loin (hors-programme)],Vous avez participé aux tutorats [Pour faciliter vos révisions à l'approche de l'examen ],Vous avez participé aux tutorats [Autre usage ?],Commentaires,Vous êtes satisfait des tutorats actuels [Votre réponse],Commentaires,Vous préférez des groupes de tutorats aux objectifs plus précis  [Votre réponse],Commentaires,Le projet numérique vous a semblé utile / pertinent / intéressant  [Votre réponse],Les éléments numériques du cours vous semblent utiles / pertinents / intéressants. [Votre réponse],Commentaires,"L'existence d'un volet ""outil pour les mathématiques"" en informatique est positif. [Votre réponse]",Commentaires,Les modalités de l'évaluation du projet numérique sont appropriées [Votre réponse],Commentaires,"Le sujet de l'examen écrit est cohérent avec les cours, TDs et tutorats [Votre réponse]",Commentaires,Vous identifiez clairement les compétences et savoirs que l'examen écrit et le projet numérique permettent de tester [Votre réponse],Commentaires,"Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Pauline Bernard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thomas Romary]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Sébastien Boisgérault]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Emilie Chautru]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Delphine Bresch-Pietri]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Samy Blusseau]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Silviu Niculescu]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Jean-Emmanuel Deschaud]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Chloé-Agathe Azencott]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Martin Brossard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Matthieu Vigne]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Slawomir Pietrasz]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Nicolas Desassis]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Dilshad Suroop]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Luc Rongieras]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thierry Parmentelat]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Cyril Joly]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Obi-Wan Kenobi]",Commentaires,"La succession de plusieurs intervenants (amphi, TD, projet, etc.) s'est déroulée de façon satisfaisante [Votre réponse]",Commentaires,Les supports de cours vous ont donné satisfaction [Votre réponse],Commentaires,Vous avez utilisé le site web de l'enseignement  [Pour récupérer les fichiers PDF des cours],"Vous avez utilisé le site web de l'enseignement  [Pour des informations complémentaires (errata, documents en préparation, calendrier, ""etc.)]",Commentaires,Vous avez utilisé le forum discourse pour [Les compléments de cours et/ou les mini-exercices],"Vous avez utilisé le forum discourse pour [Vous tenir au courant de l'organisation (tutorats, rendus projets, etc.)]",Vous avez utilisé le forum discourse pour [Poser des questions],Commentaires,Temps total consacré à l'étude du cours (amphi inclus) [Votre réponse],Commentaires,Temps total consacré aux exercices (TDs inclus) [Votre réponse],Commentaires,Temps total consacré au projet numérique [Votre réponse],Commentaires,Examen écrit et révisions [Votre réponse],Commentaires,Commentaires (global),"Globalement, cet enseignement vous a paru [Votre réponse]",Commentaires
2019/11/09 10:51:33 AM GMT+1,58,TSI : classe préparatoire Technologie et Sciences Industrielles,,Plutôt facile,Trop difficile,Plutôt difficile,Plutôt difficile,"La grosse majorité des notions présupposaient des connaissances HorsProgramme TSI, ce qui m’a demandé un effort et un temps d’adaptation supplémentaire, c’est pour cela que je n’ai pas vraiment réussis à creuser chaque volet en profondeur.",Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,"Il est encore tôt pour répondre à cette question, j’adorerais étudier l’IA par exemple et je sais que le calcul différentiel sera important mais j’ignore encore la pertinence du cours vis à vis de l’IA.",Plutôt oui,"Le probabilités nécessitent le cours sur les intégrales qui lui même nécessite une bonne partie du cours de topo, le calcul diff mériterait plus de temps d’étude ",Presque jamais,"Les démonstrations lors des cours magistraux sont totalement hors de portée pour moi, je préférais rester chez moi et étudier le cours à ma vitesse ",,,,,,,,,,,"Non, pas du tout","Les TD ne me sont pas bénéfiques car la différence de niveau avec les meilleurs de la classe est trop importante et je n’ai pas vraiment le temps de comprendre même les énoncés, je voudrais vraiment qu’il y ait des groupes de niveau comme en tutorat pour pouvoir vraiment progresser ",Parfois,Parfois,Tout le temps,Jamais,Tout le temps,,Les cours de tutorats soutiens sont les seuls classes où j’avais l’impression de progresser,Plutôt oui,,"Oui, tout à fait",Je suis pour de la différenciation par niveaux ,Plutôt oui,Plutôt oui,,Plutôt oui,,"Oui, tout à fait",,"Oui, tout à fait.",,Plutôt oui,,,,,,,,,,,,,,,,,,,Tout à fait,,Plutôt oui,,Plutôt oui,,Non,Non,,Jamais,Jamais,Jamais,,environ 12 h,La période d’intégration m’a empêché de travailler autant que je l’aurais voulu,environ 24 h,,environ 3 h,,environ 6 h,,"Je trouve que le calcul différentiel mériterait de lui accorder plus de temps, du fait de son importance pour l’informatique appliquée, revoir un petit peu à la baisse le périmètre pour le premier semestre ",Plutôt satisfaisant,
2019/11/09 10:53:49 AM GMT+1,78,MP/MP* : classe préparatoire Mathématiques-Physique,MP non étoilée ,Plutôt facile,Plutôt facile,Plutôt facile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,,Plutôt oui,Plutôt non,Plutôt non,Plutôt non,Parfois un peu brouillon,Plutôt non,Plutôt oui,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Parfois,Parfois,Jamais,Parfois,Jamais,Parfois,Le tutorat est très pratique pour poser ses questions ,Plutôt oui,,Plutôt oui,Pourquoi pas mais je ne suis pas sûr que cela ai un réel impact ,Tout à fait,Plutôt oui,,"Oui, tout à fait",,"Oui, tout à fait",,Plutôt oui,,"Oui, tout à fait",,,Plutôt non,Plutôt oui,,,,,,,,,,,Plutôt oui,Tout à fait,Plutôt oui,,Tout à fait,,Plutôt oui,,"Oui, tout à fait",,Oui,Oui,,Souvent,Souvent,Jamais,,environ 18 h,,30 h ou plus,,12 h ou plus,J'y ai passé pas mal de temps mais c'était voulu ,,,"Je pense que les temps consacrés aux amphithéâtres sont trop réduits, peut être que réduire la pause de 30 minutes entre chaque cours serait une bonne idée pour gagner du temps là dessus.
Sinon j'ai trouvé l'enseignement dans l'ensemble correct, j'ai pu apprendre et approfondir des notions et mes connaissances donc je suis satisfait ! Pour approfondir le cours les tutorats sont très bien. 
Merci pour les efforts que vous faites pour rendre l'enseignement meilleur, c'est cool :) ",Plutôt satisfaisant,
2019/11/09 11:01:16 AM GMT+1,21,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Tout à fait,Pas du tout,,Plutôt non,,Assez souvent,,Plutôt oui,Plutôt oui,Plutôt oui,"Non, pas du tout",,Plutôt oui,Tout à fait,Plutôt oui,Pas du tout,,Plutôt non,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,Plutôt oui,,Plutôt oui,,Plutôt non,"Non, pas du tout",,"Oui, tout à fait",,Plutôt oui,,"Oui, tout à fait.",,Plutôt oui,,Plutôt non,Plutôt non,Tout à fait,,,,,,,,,,,,,Tout à fait,,,,Plutôt non,,Plutôt oui,,Non,Non,,Parfois,Tout le temps,Parfois,,environ 12 h,,environ 12 h,,environ 6h,,3h,,,Plutôt satisfaisant,
2019/11/09 11:02:53 AM GMT+1,9,AST Fr. : admis sur titres (France),,Plutôt difficile,Plutôt difficile,Trop difficile,Plutôt difficile,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,"Non, pas du tout",,Régulièrement,,"Non, pas du tout","Non, pas du tout","Non, pas du tout","Non, pas du tout",,Pas du tout,Pas du tout,Plutôt non,Pas du tout,,"Non, pas du tout",,Parfois,Souvent,,,Souvent,,,Plutôt non,,Plutôt oui,,Plutôt oui,Plutôt non,,Plutôt non,,Plutôt non,,"Non, pas du tout",,Plutôt non,,Plutôt oui,Plutôt oui,,,,,,,,,,,,,,,,Tout à fait,,Plutôt non,,Plutôt non,,Non,Oui,,Jamais,Jamais,Jamais,,environ 18 h,,environ 12 h,,environ 3 h,,environ 9 h,,,Peu satisfaisant,
2019/11/09 11:08:04 AM GMT+1,53,MP/MP* : classe préparatoire Mathématiques-Physique,"Je préférerais 3 épreuves de 2 h, on a pas le temps de rentrer dans un exercice ",Plutôt facile,Plutôt facile,Plutôt facile,Plutôt facile,Tout est relatif ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,Il serait peut-être une bonne chose idée de parcourir entièrement les polys,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt non,"Les probabilités, je n'ai pas appris beaucoup de choses en ce qui concernent les événements ou l'indépendance par exemple ",Plutôt oui,Plutôt non,Plutôt oui,Plutôt non,,Plutôt oui,Ce serait bien de faire passer des élèves au tableau ,Jamais,Parfois,Jamais,Parfois,Jamais,,,,,,,Plutôt oui,Plutôt oui,Dommage que le coefficient ne corresponde pas au temps investi dans le projet ,Plutôt oui,,Plutôt non,Commentaires dans la page précédente ,Plutôt oui,J'aurais préféré plusieurs épreuves de plus de temps ,"Oui, tout à fait",,Plutôt oui,Plutôt oui,Plutôt oui,,,,,,,,,,,,,,,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,J'aurais aimé parcourir tout le poly,Non,Non,,Jamais,Parfois,Jamais,,environ 12 h,Tous sauf 1,environ 12 h,,environ 9 h,"Beaucoup de temps, surtout qu'on a eu du mal à faire fonctionner les modules, et qu'on nous a imposer en second temps une méthode plus précise ",3h,,,Très satisfaisant,
2019/11/09 11:15:04 AM GMT+1,89,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Régulièrement,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,Problème de timing : trop de temps  passé sur certains éléments qui empêche de couvrir entièrement le polycopié,Plutôt oui,,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,,Plutôt oui,,Plutôt oui,,,,Plutôt oui,Tout à fait,,,,,,,,,,,,Plutôt oui,,,,"Oui, tout à fait",,"Oui, tout à fait",,Non,Non,,Parfois,Tout le temps,Jamais,,environ 18 h,,environ 18 h,,environ 9 h,,environ 6 h,,"Difficultés à être à jour dans les cours de part les multiples activités liées à l'intégration dans l'école en début d'année, il m'aurait fallu du temps pour apprendre les cours avant les TDs afin que ces derniers soient utiles.",Plutôt satisfaisant,
2019/11/09 11:15:12 AM GMT+1,89,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Régulièrement,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,Problème de timing : trop de temps  passé sur certains éléments qui empêche de couvrir entièrement le polycopié,Plutôt oui,,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,,Plutôt oui,,Plutôt oui,,,,Plutôt oui,Tout à fait,,,,,,,,,,,,Plutôt oui,,,,"Oui, tout à fait",,"Oui, tout à fait",,Non,Non,,Parfois,Tout le temps,Jamais,,environ 18 h,,environ 18 h,,environ 9 h,,environ 6 h,,"Difficultés à être à jour dans les cours de part les multiples activités liées à l'intégration dans l'école en début d'année, il m'aurait fallu du temps pour apprendre les cours avant les TDs afin que ces derniers soient utiles.",Plutôt satisfaisant,
2019/11/09 11:25:58 AM GMT+1,74,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Trop difficile,Plutôt difficile,Plutôt difficile,,Pas du tout,Tout à fait,Tout à fait,Tout à fait,,Plutôt oui,,Assez souvent,Je n'avais pas l'impression de mieux comprendre le cours en assistant aux cours magistraux qu'en lisant juste le polycopié. ,Plutôt oui,Plutôt non,Plutôt non,Plutôt non,,Plutôt non,Plutôt oui,Pas du tout,Pas du tout,,Plutôt oui,,Parfois,Souvent,Jamais,Jamais,Souvent,Jamais,,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,"Oui, tout à fait",,Plutôt oui,,Plutôt non,,,,,,,,,,,,,,,,,,,,,Plutôt oui,,"Oui, tout à fait",,Non,Oui,,Jamais,Souvent,Parfois,,environ 12 h,,moins de 12 h,,environ 6h,,environ 6 h,,,Plutôt satisfaisant,
2019/11/09 11:37:12 AM GMT+1,4,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,,Plutôt oui,Plutôt oui,Plutôt non,Plutôt non,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt oui,,Jamais,Souvent,Jamais,Parfois,Parfois,Jamais,,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,Plutôt oui,,"Oui, tout à fait",,Plutôt oui,,Plutôt oui,,Plutôt non,,,,Plutôt oui,,,,,,,,,Plutôt non,Plutôt oui,,,,,,,Plutôt oui,,"Oui, tout à fait",,Oui,Non,,Souvent,Tout le temps,Jamais,,environ 12 h,,environ 18 h,,environ 6h,,environ 9 h,,,Plutôt satisfaisant,
2019/11/09 11:39:28 AM GMT+1,65,PC/PC* : classe préparatoire Physique-Chimie,,Plutôt facile,Plutôt difficile,Plutôt facile,Trop facile,,Tout à fait,Tout à fait,Tout à fait,Tout à fait,,"Oui, tout à fait",,Presque jamais,,Plutôt oui,"Oui, beaucoup","Oui, beaucoup",Plutôt non,,Plutôt oui,Tout à fait,Tout à fait,Pas du tout,"Le cours magistral de proba, bien que fort clair et pédagogique, s’est parfois réduit à nous expliquer des choses que nous savions déjà. Pourtant le cours en lui-même est complet et comporte un certain nombre de notions que nous ne connaissions pas encore. Il faudrait réussir à viser précisément ces notions là en passant le plus rapidement possible sur les autres notions. Quitte à utiliser les td pour s’assurer que les bases sont acquises","Oui, tout à fait",,Jamais,Parfois,Jamais,Parfois,Jamais,Jamais,,"Oui, beaucoup",,"Oui, tout à fait",,Tout à fait,Plutôt oui,La différenciation automatique aurait besoin d’une introduction un peu plus longue dans le poly. C’est une méthode qui n’a rien à voir avec ce qu’on a pu faire auparavant. Si bien que son fonctionnement paraît sybillins. Notamment sur ce qu’il faut fournir comme information à l’algorithme et sa méthode de fonctionnement ,"Oui, tout à fait",,"Oui, tout à fait",,"Oui, tout à fait.",,"Oui, tout à fait",,,,Tout à fait,Tout à fait,,,,,,,,,,,,,,Tout à fait,,"Oui, tout à fait",,"Oui, tout à fait",,Non,Non,,Parfois,Souvent,Jamais,,3 h ou moins,,environ 12 h,,environ 6h,,environ 6 h,,,Très satisfaisant,
2019/11/09 11:54:40 AM GMT+1,63,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt difficile,J'ai trouvé les polys intégrale 3 et probabilité 2 plus difficiles ,Plutôt non,Tout à fait,Plutôt oui,Plutôt oui,,Plutôt oui,,Assez souvent,,Plutôt oui,Plutôt oui,Plutôt non,"Non, pas du tout",,Plutôt non,Plutôt non,Plutôt non,Plutôt non,"Je trouve que les amphis sont pour l'instant plutôt une présentation des polycopiés, des théorèmes importants qu'il faudra revoir, mais que si on lit pas le poly en même temps ou après, on connait au final assez peu de chose (mais il est vrai qu'il est impossible de faire apprendre des polys aussi longs en 1h30 de cours)",Plutôt oui,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Je préfère relire les polys pour comprendre le cours et les démonstrations plutôt que de faire des exercices ,,,Plutôt non,Pour moi les tutorats servent surtout à travailler le cours qu'on a vu au dernier amphi et faire quelques exercices dessus,Plutôt oui,Plutôt oui,,"Non, pas du tout","Je pense vraiment qu'il faudrait remplacer TOUS les cours d'informatique par des projets informatiques en lien avec  avec un thème que les élèves pourraient choisir en fonction de ce qui les intéresse (la physique, les mathématiques ou autre). Pour l'instant je trouve que les slides de présentation d’informatique se résument à tenter de nous faire apprendre (ou juste à nous montrer ?) pendant plusieurs heures soit des syntaxes très précises, des notations et des détails, soit des choses que l'on a vu pendant 2 ans en prépa. Toute ces informations peuvent être trouvée en quelques secondes sur internet (ce qui est plus rapide que de chercher sur les slides). Pour des personnes qui ne sont pas passionnées d’informatique, ces heures sont très très très difficiles à vivre, et me font me questionner sur mes choix scei",Plutôt oui,,Plutôt oui,,Plutôt oui,,,,Tout à fait,Plutôt oui,,,,,,,,,,,,Plutôt non,,,,"Oui, tout à fait",,"Oui, tout à fait",,Oui,Non,,Parfois,Souvent,Jamais,,environ 18 h,,environ 12 h,,environ 3 h,,environ 6 h,,Je voulais personnellement plus travailler la physique car c'est une matière qui m’intéresse beaucoup. J'ai donc parfois remplacé du temps de travail en maths par de la physique. ,Plutôt satisfaisant,
2019/11/09 12:07:10 PM GMT+1,115,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt facile,Plutôt facile,,Tout à fait,Tout à fait,Tout à fait,Tout à fait,,Plutôt oui,,Assez souvent,J'y suis allée au début et puisque arrêté car le prof ne finissait pas le poly et on était obligé de le reprendre par nous même donc autant le travailler tout seul des le début ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Pas du tout,Pas du tout,Pas du tout,Pas du tout,"Soit je n'y allais pas, soit c'était des choses que je connaissais déjà/qui étaient simples",Plutôt non,Certains profs ne sont pas compétents : ils ne comprennent pas le cours et font des erreurs de raisonnement que les élèves sont obligés de relever et doivent expliquer le cours au prof,Jamais,Parfois,Jamais,Jamais,Jamais,,,Plutôt oui,Je trouve que c'est une bonne idée même si je n'y vais pas,"Oui, tout à fait",,Plutôt non,Plutôt oui,Le projet demandait beaucoup de temps sans être extrêmement intéressant.,Plutôt oui,,Plutôt oui,,"Oui, tout à fait.",,Plutôt non,,Plutôt oui,Pas du tout,Plutôt oui,,,,,,,,,,,,,,,,"Pauline Bernard est claire dans ses explications, maîtrise sa matière mais va un peu trop lentement a mon goût mais je pense que ce n'est pas l'avis général.
Thomas Romary ne maîtrise pas du tout le calcul intégral. Il ne comprend pas le poly. Les élèves sont obligés de le reprendre régulièrement. Ce n'est pas ça que j'attends d'un TD.",Plutôt oui,,"Oui, tout à fait",,Oui,Non,,Parfois,Souvent,Parfois,,environ 12 h,,environ 18 h,,environ 9 h,,environ 6 h,,Je pense que la répartition horaire (sauf pour le projet d'info) est adaptée.,Plutôt satisfaisant,
2019/11/09 12:40:02 PM GMT+1,85,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Trop difficile,Plutôt difficile,Plutôt difficile,"Personnellement, il me faut plus de temps pour assimiler les notions en profondeur et non pas seulement en surface. Ne passer qu’une heure et demi en amphi sur chaque chapitre me paraît ambitieux. ",Plutôt non,Plutôt oui,Plutôt oui,Plutôt oui,"J’ai trouvé le volet de calcul différentiel utile, notamment pour le projet maths info, mais beaucoup moins intéressant que le calcul intégral et les Probabilités. ","Oui, tout à fait",Très bonne cohérence ! ,Régulièrement,Je regrette que nous ayons seulement le temps d’aborder les débuts de chapitres en amphi. Cela est indispensable certes mais les notions les plus complexes sont souvent situées en fin de chapitre.,Plutôt oui,Plutôt non,"Oui, beaucoup",Plutôt non,,Plutôt oui,Pas du tout,Tout à fait,Pas du tout,,Plutôt non,"Les chargés de TD ne maîtrisent pas autant les notions que les professeurs et donnent parfois l’impression de recopier les corrections sans expliquer de manière plus compréhensible.
Par contre, les petits résumés de cours avant chaque TD sont, selon moi, une très bonne idée. ",Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,"Ayant accumulé du retard, la seule utilité aurait été de travailler en autonomie, ce que j’ai fait par moi même et non pas en tutorat.",,,,,Tout à fait,Plutôt oui,Projet maths info très intéressant mais très chronophage et peu rentable comparé au poids de la note finale...,"Oui, tout à fait",,Plutôt non,"Comme écrit précédemment, le projet math info demande beaucoup de travail...","Oui, tout à fait.",,"Oui, tout à fait",,,,Plutôt oui,,,,,,,,,,,,,,,,,Plutôt non,,"Oui, tout à fait",,Oui,Oui,,Parfois,Souvent,Parfois,,environ 18 h,,environ 18 h,,environ 9 h,Entre 9h et 12h ,environ 12 h,,"J’aurais préféré avoir plus du temps pour comprendre les notions en profondeur, ce qui est difficile en début d’année avec la longue période d’intégration.",Plutôt satisfaisant,
2019/11/09 1:03:06 PM GMT+1,77,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,"Les notions en elles même ne sont pas compliquées voire même plutôt intuitives, ce qui n'est en revanche pas le cas des démos et de certains exos ",Plutôt non,Plutôt oui,Plutôt oui,Plutôt non,"Les cours en eux même sont plutôt riches et les commentaires essaient parfois d'expliquer l'intérêt des notions (cf paragraphe du début du cours de probas), mais on pourrait peut-être plus insister sur le ""sens physique"" de ces notions: exemple --> théorème de la divergence, etc...

Les exos sont supers théoriques et restent très ""taupinaux""",Plutôt oui,,Régulièrement,Toujours,Plutôt non,Plutôt oui,Plutôt oui,Plutôt non,"Soit on lit le poly
Soit on survole rapidement quelques parties du cours, pour un résultat assez fouillis

Les trucs appréciables cependant: plutôt intéressant d'expliquer la démarche qui nous pousse à définir différentes notions et imposer les hypothèses des théorèmes, j'apprécie cette démarche ""inductive""",Plutôt non,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt non,"C'est une bonne chose de parfois commencer par réciter des théorèmes ou notions du cours, mais on devrait pouvoir faire plus d'exo...

Lent lent lent...

Chargé de TD pas toujours plus au courant que nous de ce qu'il se passe",Parfois,Souvent,Jamais,Jamais,Jamais,,,Plutôt non,,Plutôt oui,,Plutôt oui,Plutôt non,,Plutôt oui,Honnêtement le listing de fonctions numpy etc... C'est pas passionnant... ,Plutôt non,"Peut être pas assez rémunéré
",Plutôt oui,Long,Plutôt non,,,Plutôt non,Plutôt oui,,,,,,,,,Pas du tout,,,,,,,"Boisgerault: maîtrise des notions, apport personnel approprié, démarche inductive intéressante
Néanmoins fouillis

Romary: lecture du poly

Pierrade: impression globale de flou sur les notions, fouillis, pas d'apport personnel
Néanmoins gentil",Plutôt oui,"A la fois c'est sympa de garder le même charge de TD (on apprend à se connaître etc..) mais en même temps une rotation à chaque TD permettrais de rencontrer différente méthodes de travail, et de profiter des points forts de chacun",Plutôt oui,Lourd,Non,Oui,Non,Parfois,Parfois,Jamais,,24 h ou plus,Entre 20 et 26h je dirais,environ 18 h,,environ 9 h,"C'est surtout la maîtrise des outils numériques (autograd, notebook qui prend du temps)",environ 9 h,,L'objectif autant de travail maison que de temps présentiel me paraît difficilement réalisable au vu des demandes et activités extérieures au cours de maths... Le temps présentiel toutes matières confondues étant déjà important ,Plutôt satisfaisant,
2019/11/09 1:46:59 PM GMT+1,Cyprien,PC/PC* : classe préparatoire Physique-Chimie,,Trop facile,Trop facile,Trop facile,Trop facile,C de l'eau,Pas du tout,Pas du tout,Pas du tout,Pas du tout,"Ennuyant, beaucoup trop lent","Non, pas du tout",,Presque jamais,Inutile,"Non, pas du tout","Non, pas du tout","Non, pas du tout","Non, pas du tout",Démonstration élémentaire inutile,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Faisons des vrais math!!,"Non, pas du tout",Élémentaire,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Je suis comme même au mines,"Non, pas du tout",,"Non, pas du tout",,Pas du tout,"Non, pas du tout",J'ai tout copié,"Non, pas du tout",,"Non, pas du tout",,"Non, pas du tout",,"Non, pas du tout",,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,Pas du tout,,"Non, pas du tout",,"Non, pas du tout",,Non,Non,,Jamais,Jamais,Jamais,,3 h ou moins,,moins de 12 h,,1h30 ou moins,,3h,C de l'eau,Non c chiant et élémentaire,Pas satisfaisant,
2019/11/09 1:57:11 PM GMT+1,98,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt oui,,Régulièrement,"Il manque souvent de structure dans les cours d'amphi, je trouve dommage qu'on ne fasse aucune démo mais au vu du temps disponible c'est effectivement impossible de l'envisager.",Plutôt non,Plutôt non,Plutôt non,"Non, pas du tout",,Plutôt non,Plutôt non,Plutôt non,Pas du tout,,Plutôt oui,Je prefèrerais qu'on fasse un nombre plus important d'exos et d'exemples pour les théorèmes principaux du cours pour mieux cerner ce qui est important.,Souvent,Parfois,Jamais,Jamais,Jamais,Jamais,Pour moi c'est un bon moyen pour avoir du temps de travail personnel réservé mais je préfererais faire plus de TD corrigé.,Plutôt oui,,Plutôt oui,,Plutôt oui,Plutôt non,,Plutôt oui,,Plutôt oui,,Plutôt non,Il manquerait un ou deux DM (écrits) afin de comprendre l'esprit de ce qui est demandé/ pour approfondir une partie du cours ou découvrir un sujet en lien avec le cours.,Plutôt non,,Plutôt oui,Plutôt non,Plutôt oui,,,,,,,,,,,,,,,,,Plutôt oui,,Plutôt oui,,Non,Non,,Jamais,Tout le temps,Jamais,,24 h ou plus,,environ 18 h,,environ 6h,,environ 6 h,,Je pense que le périmètre de l'enseignement est adapté mais il manquerait des heures de TD/amphi pour pour le voir de manière moins superficielle.,Plutôt satisfaisant,
